note1,note2,note3,,volume,duration
G3,B3,D4,1.0,4.0
F3#,A3,D4,1.0,4.0
G3,B3,D4,1.0,4.0
G3,B3,D4,1.0,2.0
F3#,A3,D4,1.0,2.0
G3,B3,D4,1.0,4.0
F3#,A3,D4,1.0,4.0
G3,B3,D4,1.0,4.0
F3#,A3,D4,1.0,2.0
G3,B3,D4,1.0,2.0
D2,D2,D2,0.5,2.0
D3,G3,B3,1.0,2.0
D2,D2,D2,0.5,2.0
D3,G3,B3,1.0,2.0
D2,D2,D2,0.5,2.0
D3,G3,B3,1.0,2.0
C3#,C3#,C3#,0.5,2.0
D3,F3#,A3,1.0,2.0
G3,B3,D4,1.0,4.0
F3#,A3,D4,1.0,4.0
G3,B3,D4,1.0,4.0
F3#,A3,D4,1.0,2.0
G3,B3,D4,1.0,6.0
